,albid,artid,category,pid,prev_albid,prev_artid,prev_traid,prev_year,traid,userid,year
156771,545,382,0,477,852,512,1034,38,648,379,38
616185,568,390,0,477,545,382,648,38,674,379,21
246267,822,59,0,477,568,390,674,21,3153,379,12
73146,2212,103,0,478,3452,1710,5072,58,3154,380,10
168015,1009,168,0,478,2212,103,3154,10,1263,380,24
256657,136,111,0,478,1009,168,1263,24,2899,380,58
716071,453,329,0,478,136,111,2899,58,3155,380,58
1175485,452,328,0,478,453,329,3155,58,3156,380,58
332856,2213,749,0,478,452,328,3156,58,3157,380,3
389747,378,26,0,478,2213,749,3157,3,2898,380,0
849161,0,0,0,478,378,26,2898,0,0,380,0
425282,1933,19,0,478,0,0,0,0,2717,380,13
443925,267,211,0,478,1933,19,2717,13,294,380,58
22155,529,0,0,479,3452,1710,5072,58,619,381,21
481569,877,141,0,479,529,0,619,21,1070,381,50
940983,475,254,0,479,877,141,1070,50,1136,381,21
118928,2214,206,0,479,475,254,1136,21,3158,381,58
211251,597,46,0,479,2214,206,3158,58,3159,381,16
294886,537,53,0,479,597,46,3159,16,2316,381,38
754300,1203,50,0,479,537,53,2316,38,1536,381,5
1213714,0,0,0,479,1203,50,1536,5,0,381,0
362847,475,254,0,479,0,0,0,0,3160,381,21
822261,1622,560,0,479,475,254,3160,21,2665,381,36
1281675,2185,141,0,479,1622,560,2665,36,3110,381,58
1741089,2215,805,0,479,2185,141,3110,58,3161,381,35
409488,560,206,0,479,2215,805,3161,35,3162,381,58
868902,0,0,0,479,560,206,3162,58,612,381,2
1328316,475,254,0,479,0,0,612,2,3163,381,21
50168,1495,458,4,480,3452,1710,5072,58,1987,382,15
509582,856,450,4,480,1495,458,1987,15,3164,382,16
145909,1142,114,4,480,856,450,3164,16,3165,382,15
605323,2216,746,4,480,1142,114,3165,15,3166,382,35
1064737,347,262,4,480,2216,746,3166,35,1878,382,38
236201,0,0,4,480,347,262,1878,38,0,382,0
30709,4,0,2,481,3452,1710,5072,58,4,383,0
490123,677,53,2,481,4,0,4,0,811,383,9
127178,604,211,2,481,677,53,811,9,3167,383,58
586592,806,23,2,481,604,211,3167,58,974,383,28
218836,714,471,2,481,806,23,974,28,854,383,58
301246,4,0,2,481,714,471,854,58,621,383,0
19958,0,0,0,482,3452,1710,5072,58,0,384,0
479372,667,109,0,482,0,0,0,0,3168,384,9
116805,573,393,0,482,667,109,3168,9,2555,384,11
576219,1113,632,0,482,573,393,2555,11,1402,384,30
1035633,147,120,0,482,1113,632,1402,30,159,384,11
209294,87,73,0,482,147,120,159,11,3169,384,24
293242,2217,1166,0,482,87,73,3169,24,3170,384,5
361630,1919,93,0,482,2217,1166,3170,5,2686,384,58
45246,1952,1041,4,483,3452,1710,5072,58,2747,385,1
141173,2218,1167,4,483,1952,1041,2747,1,3171,385,58
231799,909,575,4,483,2218,1167,3171,58,3172,385,30
312073,1067,244,4,483,909,575,3172,30,1344,385,1
771487,113,10,4,483,1067,244,1344,1,120,385,16
1230901,170,120,4,483,113,10,120,16,1957,385,15
374993,23,17,4,483,170,120,1957,15,23,385,11
69242,563,11,1,484,3452,1710,5072,58,669,386,5
528656,2219,58,1,484,563,11,669,5,3173,386,58
164265,152,124,1,484,2219,58,3173,58,232,386,11
623679,1514,521,1,484,152,124,232,11,2431,386,36
253176,100,11,1,484,1514,521,2431,36,3174,386,31
712590,1840,280,1,484,100,11,3174,31,2550,386,36
329954,25,19,1,484,1840,280,2550,36,2136,386,7
789368,2220,377,1,484,25,19,2136,7,3175,386,35
1248782,0,0,1,484,2220,377,3175,35,0,386,0
387698,163,72,1,484,0,0,0,0,364,386,12
847112,837,537,1,484,163,72,364,12,2850,386,36
94279,490,89,0,485,3452,1710,5072,58,554,387,4
188380,2221,1168,0,485,490,89,554,4,3176,387,47
647794,0,0,0,485,2221,1168,3176,47,0,387,0
275476,2222,124,0,485,0,0,0,0,3177,387,35
734890,1750,963,0,485,2222,124,3177,35,3178,387,36
348575,2223,50,0,485,1750,963,3178,36,3179,387,26
400860,147,120,0,485,2223,50,3179,26,3180,387,11
431746,2044,512,0,485,147,120,3180,11,2891,387,35
83780,2121,319,2,486,3452,1710,5072,58,3011,388,35
543194,2224,1169,2,486,2121,319,3011,35,3181,388,38
1002608,0,0,2,486,2224,1169,3181,38,0,388,0
1462022,776,506,2,486,0,0,0,0,3182,388,19
1921436,756,24,2,486,776,506,3182,19,905,388,24
2380850,1512,34,2,486,756,24,905,24,3183,388,58
2840264,1580,122,2,486,1512,34,3183,58,3184,388,36
3299678,1955,319,2,486,1580,122,3184,36,2751,388,38
178246,836,382,2,486,1955,319,2751,38,1012,388,38
4134,0,0,2,487,3452,1710,5072,58,500,389,3
463548,0,0,2,487,0,0,500,3,1723,389,20
101536,4,0,2,487,0,0,1723,20,621,389,0
560950,4,0,2,487,4,0,621,0,4,389,0
1020364,532,0,2,487,4,0,4,0,617,389,58
1479778,0,0,2,487,532,0,617,58,0,389,0
1939192,0,0,2,487,0,0,0,0,612,389,2
2398606,6,0,2,487,0,0,612,2,6,389,3
2858020,533,0,2,487,6,0,6,3,615,389,2
3317434,531,0,2,487,533,0,615,2,605,389,34
195213,530,0,2,487,531,0,605,34,610,389,26
654627,530,0,2,487,530,0,610,26,606,389,26
281484,529,0,2,487,530,0,606,26,1197,389,21
740898,6,0,2,487,529,0,1197,21,620,389,3
1200312,529,0,2,487,6,0,620,3,608,389,21
1659726,0,0,2,487,529,0,608,21,1298,389,21
2119140,6,0,2,487,0,0,1298,21,3185,389,21
33079,1669,106,0,488,3452,1710,5072,58,2270,390,0
129465,2225,214,0,488,1669,106,2270,0,3186,390,58
220947,1073,23,0,488,2225,214,3186,58,3187,390,28
680361,0,0,0,488,1073,23,3187,28,0,390,0
303044,2094,1108,0,488,0,0,0,0,3188,390,17
368655,2226,1170,0,488,2094,1108,3188,17,3189,390,17
828069,1496,855,0,488,2226,1170,3189,17,3190,390,11
412888,1771,971,0,488,1496,855,3190,11,3191,390,58
872302,2227,1171,0,488,1771,971,3191,58,3192,390,58
1331716,1539,589,0,488,2227,1171,3192,58,2060,390,11
1791130,2228,427,0,488,1539,589,2060,11,3193,390,26
437797,472,107,0,488,2228,427,3193,26,1228,390,58
897211,134,109,0,488,472,107,1228,58,2101,390,13
1356625,1288,212,0,488,134,109,2101,13,1797,390,58
1816039,2229,1172,0,488,1288,212,1797,58,3194,390,29
449839,677,53,0,488,2229,1172,3194,29,811,390,9
12469,260,41,0,489,3452,1710,5072,58,287,391,22
109584,100,11,0,489,260,41,287,22,325,391,8
568998,1311,98,0,489,100,11,325,8,3195,391,36
1028412,2230,587,0,489,1311,98,3195,36,3196,391,30
202622,90,76,0,489,2230,587,3196,30,182,391,24
662036,1311,98,0,489,90,76,182,24,1692,391,36
1121450,2231,320,0,489,1311,98,1692,36,3197,391,42
1580864,2232,1173,0,489,2231,320,3197,42,3198,391,11
2040278,144,118,0,489,2232,1173,3198,11,1365,391,58
74953,2233,456,4,490,3452,1710,5072,58,3199,392,58
534367,2097,1109,4,490,2233,456,3199,58,2976,392,36
993781,64,54,4,490,2097,1109,2976,36,1679,392,0
169750,2234,1174,4,490,64,54,1679,0,3200,392,35
258273,2235,292,4,490,2234,1174,3200,35,3201,392,53
717687,0,0,4,490,2235,292,3201,53,0,392,0
334178,180,144,4,490,0,0,0,0,3202,392,24
390689,2236,1175,4,490,180,144,3202,24,3203,392,38
850103,2020,1073,4,490,2236,1175,3203,38,2852,392,35
13900,147,120,0,491,3452,1710,5072,58,261,47,11
473314,708,388,0,491,147,120,261,11,3204,47,28
932728,1654,588,0,491,708,388,3204,28,2238,47,6
1392142,2237,1176,0,491,1654,588,2238,6,3205,47,15
1851556,2238,1177,0,491,2237,1176,3205,15,3206,47,25
110970,2239,1,0,491,2238,1177,3206,25,3207,47,58
203906,0,0,0,491,2239,1,3207,58,0,47,0
288746,2240,405,0,491,0,0,0,0,3208,47,51
76579,2241,420,0,492,3452,1710,5072,58,3209,393,58
535993,2242,517,0,492,2241,420,3209,58,3210,393,29
995407,2243,59,0,492,2242,517,3210,29,3211,393,58
171322,2244,1178,0,492,2243,59,3211,58,3212,393,14
630736,1655,921,0,492,2244,1178,3212,14,2240,393,58
1090150,2245,1179,0,492,1655,921,2240,58,3213,393,8
1549564,2246,28,0,492,2245,1179,3213,8,3214,393,58
2008978,947,593,0,492,2246,28,3214,58,1180,393,14
2468392,501,359,0,492,947,593,1180,14,566,393,58
259710,764,357,0,492,501,359,566,58,3215,393,3
719124,2247,5,0,492,764,357,3215,3,3216,393,58
1178538,1225,64,0,492,2247,5,3216,58,1572,393,6
1637952,2248,1041,0,492,1225,64,1572,6,3217,393,1
2097366,0,0,0,492,2248,1041,3217,1,0,393,0
24269,2249,74,13,493,3452,1710,5072,58,3218,394,42
483683,1140,89,13,493,2249,74,3218,42,1441,394,24
120972,666,288,13,493,1140,89,1441,24,3219,394,10
580386,0,0,13,493,666,288,3219,10,0,394,0
1039800,2250,358,13,493,0,0,0,0,3220,394,47
213142,365,265,13,493,2250,358,3220,47,3221,394,17
296447,2195,474,13,493,365,265,3221,17,3125,394,50
755861,2251,40,13,493,2195,474,3125,50,3222,394,26
363959,2252,198,13,493,2251,40,3222,26,3223,394,3
2430,2192,53,0,494,3452,1710,5072,58,3120,47,16
461844,2253,324,0,494,2192,53,3120,16,3224,47,21
921258,838,275,0,494,2253,324,3224,21,1014,47,45
1380672,216,91,0,494,838,275,1014,45,3225,47,12
1840086,0,0,0,494,216,91,3225,12,0,47,0
2299500,1925,1028,0,494,0,0,0,0,3226,47,47
99900,1412,817,0,494,1925,1028,3226,47,1940,47,25
73310,1900,303,0,495,3452,1710,5072,58,3227,395,58
532724,665,53,0,495,1900,303,3227,58,975,395,7
992138,748,494,0,495,665,53,975,7,2406,395,38
168174,2254,1180,0,495,748,494,2406,38,3228,395,38
627588,806,23,0,495,2254,1180,3228,38,974,395,28
1087002,248,197,0,495,806,23,974,28,1821,395,12
1546416,484,104,0,495,248,197,1821,12,1174,395,29
2005830,2255,1181,0,495,484,104,1174,29,3229,395,35
2465244,1256,749,0,495,2255,1181,3229,35,1621,395,15
256805,331,53,0,495,1256,749,1621,15,1326,395,30
48461,2256,1182,4,496,3452,1710,5072,58,3230,396,47
507875,358,268,4,496,2256,1182,3230,47,404,396,9
967289,481,55,4,496,358,268,404,9,1236,396,11
1426703,2257,212,4,496,481,55,1236,11,3231,396,58
1886117,0,0,4,496,2257,212,3231,58,0,396,0
144270,14,11,4,496,0,0,0,0,1823,396,1
234687,568,390,4,496,14,11,1823,1,674,396,21
7162,2019,512,0,497,3452,1710,5072,58,2849,397,35
466576,836,382,0,497,2019,512,2849,35,1012,397,38
925990,1116,423,0,497,836,382,1012,38,2518,397,15
1385404,1753,280,0,497,1116,423,2518,15,2403,397,36
1844818,304,238,0,497,1753,280,2403,36,3232,397,15
2304232,0,0,0,497,304,238,3232,15,0,397,0
2763646,53,43,0,497,0,0,0,0,357,397,7
3223060,743,12,0,497,53,43,357,7,2571,397,38
3682474,63,53,0,497,743,12,2571,38,1106,397,38
104469,523,184,0,497,63,53,1106,38,591,397,34
563883,668,447,0,497,523,184,591,34,3233,397,15
197886,2258,1183,0,497,668,447,3233,15,3234,397,36
69266,829,532,0,498,3452,1710,5072,58,3235,398,24
528680,2222,124,0,498,829,532,3235,24,3236,398,35
164287,2259,494,0,498,2222,124,3236,35,3237,398,35
253197,1299,722,0,498,2259,494,3237,35,2620,398,30
712611,292,228,0,498,1299,722,2620,30,322,398,58
1172025,1607,268,0,498,292,228,322,58,3238,398,26
329973,86,72,0,498,1607,268,3238,26,435,398,15
789387,937,535,0,498,86,72,435,15,2560,398,11
1248801,1151,696,0,498,937,535,2560,11,1460,398,30
1708215,2260,1184,0,498,1151,696,1460,30,3239,398,58
2167629,1007,625,0,498,2260,1184,3239,58,1260,398,58
2627043,565,388,0,498,1007,625,1260,58,671,398,32
3086457,0,0,0,498,565,388,671,32,0,398,0
3545871,2261,7,0,498,0,0,0,0,3240,398,15
83948,134,109,0,499,3452,1710,5072,58,2101,399,13
178407,53,43,0,499,134,109,2101,13,841,399,7
266273,0,0,0,499,53,43,841,7,0,399,0
725687,221,174,0,499,0,0,0,0,3241,399,35
1185101,2262,15,0,499,221,174,3241,35,3242,399,36
1644515,2263,104,0,499,2262,15,3242,36,3243,399,1
340913,1958,303,0,499,2263,104,3243,1,2755,399,19
800327,1648,232,0,499,1958,303,2755,19,2228,399,58
1259741,694,462,0,499,1648,232,2228,58,830,399,58
1719155,803,519,0,499,694,462,830,58,3244,399,26
2178569,248,197,0,499,803,519,3244,26,699,399,12
89015,2264,1185,0,500,3452,1710,5072,58,3245,381,38
548429,671,385,0,500,2264,1185,3245,38,2612,381,13
1007843,1048,72,0,500,671,385,2612,13,1321,381,38
1467257,1906,178,0,500,1048,72,1321,38,3246,381,36
1926671,652,53,0,500,1906,178,3246,36,3247,381,16
2386085,2265,445,0,500,652,53,3247,16,3248,381,11
183294,2266,50,0,500,2265,445,3248,11,3249,381,26
642708,1318,777,0,500,2266,50,3249,26,1702,381,38
1102122,0,0,0,500,1318,777,1702,38,0,381,0
270770,1889,998,0,500,0,0,0,0,2630,381,58
730184,2195,474,0,500,1889,998,2630,58,3125,381,50
74080,2267,1169,4,501,3452,1710,5072,58,3250,400,35
168914,1487,594,4,501,2267,1169,3250,35,3251,400,58
628328,1808,622,4,501,1487,594,3251,58,3252,400,30
1087742,0,0,4,501,1808,622,3252,30,0,400,0
257501,1911,1025,4,501,0,0,0,0,3253,400,36
333549,63,53,4,501,1911,1025,3253,36,1106,400,38
390228,1880,45,4,501,63,53,1106,38,3254,400,12
849642,1251,156,4,501,1880,45,3254,12,3255,400,30
42728,1844,1001,0,502,3452,1710,5072,58,3256,401,38
502142,781,508,0,502,1844,1001,3256,38,1926,401,30
138748,613,417,0,502,781,508,1926,30,3257,401,30
229542,1911,1025,0,502,613,417,3257,30,2676,401,36
688956,1375,801,0,502,1911,1025,2676,36,1787,401,11
1148370,1721,862,0,502,1375,801,1787,11,3258,401,36
1607784,1246,746,0,502,1721,862,3258,36,3259,401,38
2067198,1342,319,0,502,1246,746,3259,38,3260,401,30
2526612,2268,1186,0,502,1342,319,3260,30,3261,401,36
2986026,2269,1169,0,502,2268,1186,3261,36,3262,401,35
3445440,2270,1187,0,502,2269,1169,3262,35,3263,401,30
310210,0,0,0,502,2270,1187,3263,30,0,401,0
769624,857,114,0,502,0,0,0,0,3264,401,30
32217,455,211,4,503,3452,1710,5072,58,3265,402,58
491631,267,211,4,503,455,211,3265,58,2252,402,58
951045,455,211,4,503,267,211,2252,58,518,402,58
1410459,704,211,4,503,455,211,518,58,2300,402,15
1869873,993,211,4,503,704,211,2300,15,1243,402,58
2329287,604,211,4,503,993,211,1243,58,3167,402,58
2788701,1399,211,4,503,604,211,3167,58,1819,402,58
3248115,994,211,4,503,1399,211,1819,58,1245,402,58
3707529,717,211,4,503,994,211,1245,58,3266,402,58
4166943,455,211,4,503,717,211,3266,58,3267,402,58
4626357,0,0,4,503,455,211,3267,58,612,402,2
128635,0,0,4,503,0,0,612,2,601,402,3
588049,532,0,4,503,0,0,601,3,618,402,58
1047463,533,0,4,503,532,0,618,58,615,402,2
220198,0,0,4,503,533,0,615,2,0,402,0
302397,4,0,4,503,0,0,0,0,4,402,0
26794,100,11,0,504,3452,1710,5072,58,325,261,8
123407,0,0,0,504,100,11,325,8,0,261,0
215383,1974,871,0,504,0,0,0,0,2784,261,20
298337,2271,1188,0,504,1974,871,2784,20,3268,261,58
757751,1642,542,0,504,2271,1188,3268,58,3269,261,15
1217165,2272,1189,0,504,1642,542,3269,15,3270,261,36
1676579,2273,1190,0,504,2272,1189,3270,36,3271,261,58
2135993,867,555,0,504,2273,1190,3271,58,1056,261,58
2595407,317,185,0,504,867,555,1056,58,2873,261,35
3054821,565,388,0,504,317,185,2873,35,671,261,32
71414,2274,746,0,505,3452,1710,5072,58,3272,403,36
530828,2275,394,0,505,2274,746,3272,36,3273,403,35
990242,1443,700,0,505,2275,394,3273,35,3274,403,38
1449656,1767,508,0,505,1443,700,3274,38,3275,403,36
1909070,2276,992,0,505,1767,508,3275,36,3276,403,35
166353,1299,722,0,505,2276,992,3276,35,2620,403,30
255123,0,0,0,505,1299,722,2620,30,0,403,0
714537,546,81,0,505,0,0,0,0,649,403,7
1173951,2277,96,0,505,546,81,649,7,3277,403,35
39645,2278,1191,0,506,3452,1710,5072,58,3278,404,38
135767,339,257,0,506,2278,1191,3278,38,382,404,58
595181,217,172,0,506,339,257,382,58,241,404,13
1054595,0,0,0,506,217,172,241,13,0,404,0
1514009,835,408,0,506,0,0,0,0,1011,404,58
1973423,1784,974,0,506,835,408,1011,58,2462,404,36
2432837,2279,503,0,506,1784,974,2462,36,3279,404,40
2892251,699,2,0,506,2279,503,3279,40,835,404,8
3351665,167,133,0,506,699,2,835,8,3280,404,16
226777,882,401,0,506,167,133,3280,16,1077,404,24
307889,304,238,0,506,882,401,1077,24,3232,404,15
767303,1694,18,0,506,304,238,3232,15,2307,404,7
1226717,1265,16,0,506,1694,18,2307,7,3281,404,58
1686131,454,212,0,506,1265,16,3281,58,517,404,33
45516,546,81,0,507,3452,1710,5072,58,3282,268,7
504930,331,53,0,507,546,81,3282,7,1326,268,30
964344,1156,86,0,507,331,53,1326,30,1468,268,7
141434,673,72,0,507,1156,86,1468,7,3283,268,36
232041,0,0,0,507,673,72,3283,36,0,268,0
312266,221,174,0,507,0,0,0,0,2996,268,35
771680,103,84,0,507,221,174,2996,35,107,268,0
1231094,2280,1003,0,507,103,84,107,0,3284,268,11
375120,2281,377,0,507,2280,1003,3284,11,3285,268,27
834534,2282,1077,0,507,2281,377,3285,27,3286,268,35
416695,1299,722,0,507,2282,1077,3286,35,2780,268,30
876109,2041,901,0,507,1299,722,2780,30,3287,268,36
17670,2283,95,1,508,3452,1710,5072,58,3288,405,36
114604,1007,625,1,508,2283,95,3288,36,1260,405,58
574018,2284,1192,1,508,1007,625,1260,58,3289,405,24
1033432,1373,393,1,508,2284,1192,3289,24,1785,405,38
1492846,2285,79,1,508,1373,393,1785,38,3290,405,35
207270,2286,1193,1,508,2285,79,3290,35,3291,405,35
666684,2287,211,1,508,2286,1193,3291,35,3292,405,58
1126098,221,174,1,508,2287,211,3292,58,2996,405,35
1585512,1379,626,1,508,221,174,2996,35,1792,405,30
2044926,2288,178,1,508,1379,626,1792,30,3293,405,58
2504340,422,43,1,508,2288,178,3293,58,1979,405,13
291549,0,0,1,508,422,43,1979,13,0,405,0
26308,2289,594,0,509,3452,1710,5072,58,3294,216,58
122945,1929,976,0,509,2289,594,3294,58,2709,216,58
214955,0,0,0,509,1929,976,2709,58,0,216,0
674369,1298,71,0,509,0,0,0,0,1674,216,58
297975,2290,85,0,509,1298,71,1674,58,3295,216,2
365042,248,197,0,509,2290,85,3295,2,1821,216,12
824456,2291,952,0,509,248,197,1821,12,3296,216,36
1283870,702,85,0,509,2291,952,3296,36,1498,216,3
410765,705,465,0,509,702,85,1498,3,2031,216,12
870179,587,398,0,509,705,465,2031,12,698,216,11
1329593,408,184,0,509,587,398,698,11,462,216,12
1789007,266,210,0,509,408,184,462,12,3297,216,23
47420,701,53,5,510,3452,1710,5072,58,837,349,7
143269,297,117,5,510,701,53,837,7,1296,349,11
602683,0,0,5,510,297,117,1296,11,0,349,0
233757,2292,192,5,510,0,0,0,0,3298,349,38
51135,1833,998,4,511,3452,1710,5072,58,2538,357,58
146846,752,459,4,511,1833,998,2538,58,3299,357,11
606260,13,10,4,511,752,459,3299,11,231,357,16
1065674,0,0,4,511,13,10,231,16,0,357,0
237074,259,11,4,511,0,0,0,0,286,357,31
696488,2293,1069,4,511,259,11,286,31,3300,357,35
316469,2294,382,4,511,2293,1069,3300,35,3301,357,35
53500,96,81,0,512,3452,1710,5072,58,3302,406,16
512914,1511,280,0,512,96,81,3302,16,2062,406,38
149133,1977,1050,0,512,1511,280,2062,38,2790,406,36
239196,1619,874,0,512,1977,1050,2790,36,3303,406,38
698610,563,11,0,512,1619,874,3303,38,669,406,5
1158024,287,53,0,512,563,11,669,5,3077,406,16
1617438,582,274,0,512,287,53,3077,16,691,406,23
318264,565,388,0,512,582,274,691,23,671,406,32
777678,0,0,0,512,565,388,671,32,0,406,0
1237092,2285,79,0,512,0,0,0,0,3304,406,35
379377,2295,450,0,512,2285,79,3304,35,3305,406,24
419241,2296,958,0,512,2295,450,3305,24,3306,406,35
878655,2220,377,0,512,2296,958,3306,35,3307,406,35
1338069,855,490,0,512,2220,377,3307,35,1038,406,30
1797483,1158,188,0,512,855,490,1038,30,1471,406,6
440942,997,249,0,512,1158,188,1471,6,1306,406,38
451171,53,43,0,512,997,249,1306,38,357,406,7
910585,1911,1025,0,512,53,43,357,7,2676,406,36
1369999,116,76,0,512,1911,1025,2676,36,123,406,24
1829413,1841,242,0,512,116,76,123,24,2551,406,24
2288827,1120,23,0,512,1841,242,2551,24,1500,406,14
455523,826,27,0,512,1120,23,1500,14,1001,406,0
914937,1586,34,0,512,826,27,1001,0,2139,406,58
1374351,2297,444,0,512,1586,34,2139,58,3308,406,16
14439,96,81,0,513,3452,1710,5072,58,3302,406,16
473853,1511,280,0,513,96,81,3302,16,2062,406,38
111482,1977,1050,0,513,1511,280,2062,38,2790,406,36
204384,1619,874,0,513,1977,1050,2790,36,3303,406,38
663798,563,11,0,513,1619,874,3303,38,669,406,5
1123212,287,53,0,513,563,11,669,5,3077,406,16
1582626,582,274,0,513,287,53,3077,16,691,406,23
289159,565,388,0,513,582,274,691,23,671,406,32
748573,0,0,0,513,565,388,671,32,0,406,0
1207987,2285,79,0,513,0,0,0,0,3304,406,35
358736,2295,450,0,513,2285,79,3304,35,3305,406,24
407103,2296,958,0,513,2295,450,3305,24,3306,406,35
866517,2220,377,0,513,2296,958,3306,35,3307,406,35
1325931,855,490,0,513,2220,377,3307,35,1038,406,30
1785345,1158,188,0,513,855,490,1038,30,1471,406,6
434966,997,249,0,513,1158,188,1471,6,1306,406,38
448589,53,43,0,513,997,249,1306,38,357,406,7
908003,1911,1025,0,513,53,43,357,7,2676,406,36
1367417,116,76,0,513,1911,1025,2676,36,123,406,24
1826831,1841,242,0,513,116,76,123,24,2551,406,24
2286245,1120,23,0,513,1841,242,2551,24,1500,406,14
454444,826,27,0,513,1120,23,1500,14,1001,406,0
913858,1586,34,0,513,826,27,1001,0,2139,406,58
1373272,2297,444,0,513,1586,34,2139,58,3308,406,16
89184,96,81,0,514,3452,1710,5072,58,3302,406,16
548598,1511,280,0,514,96,81,3302,16,2062,406,38
183460,1977,1050,0,514,1511,280,2062,38,2790,406,36
270917,1619,874,0,514,1977,1050,2790,36,3303,406,38
730331,563,11,0,514,1619,874,3303,38,669,406,5
1189745,287,53,0,514,563,11,669,5,3077,406,16
1649159,582,274,0,514,287,53,3077,16,691,406,23
344768,565,388,0,514,582,274,691,23,671,406,32
804182,0,0,0,514,565,388,671,32,0,406,0
1263596,2285,79,0,514,0,0,0,0,3304,406,35
398194,2295,450,0,514,2285,79,3304,35,3305,406,24
430185,2296,958,0,514,2295,450,3305,24,3306,406,35
889599,2220,377,0,514,2296,958,3306,35,3307,406,35
1349013,855,490,0,514,2220,377,3307,35,1038,406,30
1808427,1158,188,0,514,855,490,1038,30,1471,406,6
446360,997,249,0,514,1158,188,1471,6,1306,406,38
453519,53,43,0,514,997,249,1306,38,357,406,7
912933,1911,1025,0,514,53,43,357,7,2676,406,36
1372347,116,76,0,514,1911,1025,2676,36,123,406,24
1831761,1841,242,0,514,116,76,123,24,2551,406,24
2291175,1120,23,0,514,1841,242,2551,24,1500,406,14
456503,826,27,0,514,1120,23,1500,14,1001,406,0
915917,1586,34,0,514,826,27,1001,0,2139,406,58
1375331,2297,444,0,514,1586,34,2139,58,3308,406,16
29168,0,0,4,515,3452,1710,5072,58,0,407,0
488582,401,286,4,515,0,0,0,0,453,407,30
947996,260,41,4,515,401,286,453,30,555,407,5
1407410,2298,270,4,515,260,41,555,5,3309,407,58
1866824,236,187,4,515,2298,270,3309,58,3310,407,11
125694,2299,437,4,515,236,187,3310,11,3311,407,58
585108,565,388,4,515,2299,437,3311,58,671,407,32
217463,767,5,4,515,565,388,671,32,3312,407,58
676877,1158,188,4,515,767,5,3312,58,1916,407,58
1136291,2300,874,4,515,1158,188,1916,58,3313,407,36
1595705,362,265,4,515,2300,874,3313,36,2817,407,32
2055119,2301,1073,4,515,362,265,2817,32,3314,407,35
2514533,2302,1194,4,515,2301,1073,3314,35,3315,407,58
89956,1067,244,0,516,3452,1710,5072,58,1344,408,1
549370,0,0,0,516,1067,244,1344,1,0,408,0
1008784,2026,1077,0,516,0,0,0,0,3316,408,30
184207,1904,86,0,516,2026,1077,3316,30,2662,408,12
271601,481,55,0,516,1904,86,2662,12,3317,408,11
731015,331,53,0,516,481,55,3317,11,944,408,30
1190429,1255,45,0,516,331,53,944,30,3318,408,36
1649843,546,81,0,516,1255,45,3318,36,987,408,7
345326,2303,594,0,516,546,81,987,7,3319,408,58
398578,2304,55,0,516,2303,594,3319,58,3320,408,9
857992,760,499,0,516,2304,55,3320,9,3321,408,24
1317406,2305,75,0,516,760,499,3321,24,3322,408,36
1776820,2043,1052,0,516,2305,75,3322,36,2890,408,30
45552,1499,538,0,517,3452,1710,5072,58,1997,409,18
504966,1072,56,0,517,1499,538,1997,18,1350,409,21
964380,1568,512,0,517,1072,56,1350,21,3323,409,50
1423794,2306,594,0,517,1568,512,3323,50,3324,409,58
141470,704,211,0,517,2306,594,3324,58,2300,409,15
600884,2307,315,0,517,704,211,2300,15,3325,409,35
1060298,1191,717,0,517,2307,315,3325,35,1519,409,43
1519712,2308,1195,0,517,1191,717,1519,43,3326,409,2
1979126,79,65,0,517,2308,1195,3326,2,1246,409,24
232074,56,46,0,517,79,65,1246,24,1235,409,12
691488,671,385,0,517,56,46,1235,12,2612,409,13
1150902,677,53,0,517,671,385,2612,13,811,409,9
1610316,1721,862,0,517,677,53,811,9,3258,409,36
2069730,0,0,0,517,1721,862,3258,36,0,409,0
2529144,153,125,0,517,0,0,0,0,3327,409,9
6926,1596,892,0,518,3452,1710,5072,58,2153,410,58
466340,0,0,0,518,1596,892,2153,58,1723,410,20
925754,2309,1196,0,518,0,0,1723,20,3328,410,36
1385168,2310,1197,0,518,2309,1196,3328,36,3329,410,35
1844582,2311,1198,0,518,2310,1197,3329,35,3330,410,36
104238,1368,268,0,518,2311,1198,3330,36,1776,410,36
563652,2312,618,0,518,1368,268,1776,36,3331,410,15
1023066,2313,1199,0,518,2312,618,3331,15,3332,410,7
1482480,0,0,0,518,2313,1199,3332,7,0,410,0
197672,2314,892,0,518,0,0,0,0,3333,410,5
657086,2315,1200,0,518,2314,892,3333,5,3334,410,36
1116500,1224,735,0,518,2315,1200,3334,36,3335,410,12
283552,1607,268,0,518,1224,735,3335,12,3336,410,0
94371,2075,1099,0,519,3452,1710,5072,58,3337,411,36
188470,1977,1050,0,519,2075,1099,3337,36,2790,411,36
275559,0,0,0,519,1977,1050,2790,36,0,411,0
348649,2316,43,0,519,0,0,0,0,3338,411,58
400917,877,141,0,519,2316,43,3338,58,1070,411,50
58168,1871,261,0,520,3452,1710,5072,58,3339,412,15
517582,163,72,0,520,1871,261,3339,15,455,412,12
153612,2317,999,0,520,163,72,455,12,3340,412,35
613026,2318,1201,0,520,2317,999,3340,35,3341,412,58
1072440,0,0,0,520,2318,1201,3341,58,0,412,0
72963,419,304,7,521,3452,1710,5072,58,1567,413,12
532377,2187,830,7,521,419,304,1567,12,3342,413,36
991791,2319,303,7,521,2187,830,3342,36,3343,413,58
1451205,2320,405,7,521,2319,303,3343,58,3344,413,40
